Company: 100 Al Sultan Industrial Cement,,,,,,,,,,,,,,,,,,
Production orders,,,,,,,,,,,,,,,,,,
Parent project,Production orders,Description,Item code,Item description,Planning,Actual,Unit,Selection code,Warehouse,Cost center,Person,Status,Start date,End date,Attachment,Note,Overdue,Position number
,,Standard,,,"97,880.40000000","97,880.40000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,080.00000000","19,080.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"38,160.00000000","38,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"19,080.00000000","19,080.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AGDS01,Sand,"6,360.00000000","6,360.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"14,628.00000000","14,628.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,STS01,Strapping Steel (black),572.40000000,572.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067217,Plant-02 Night Shift,QUXO6RD100,I-Shape/6cm/Red,184.40000000,184.40000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/17/2024,1/1/2028,No,No,0,
,,Standard,,,"28,494.41000000","28,494.41000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"5,532.00000000","5,532.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,064.00000000","11,064.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"5,532.00000000","5,532.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,AGDS01,Sand,"1,844.00000000","1,844.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,241.20000000","4,241.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,PRD01,Pigment Red,115.25000000,115.25000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,STS01,Strapping Steel (black),165.96000000,165.96000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/17/2024,1/17/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067218,Kerbstone,K10CH60-004,Kerbstone 60x30x15 10ch,"1,780.00000000","1,780.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"118,135.04000000","118,135.04000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"24,706.40000000","24,706.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"17,305.16000000","17,305.16000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"44,500.00000000","44,500.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,930.60000000","4,930.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"12,360.32000000","12,360.32000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"14,240.00000000","14,240.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP300X600,FP300X600,46.28000000,46.28000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP315X600,FP315X600,46.28000000,46.28000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067219,Kerbstone,KBN91-003,Kerbstone 91.5x20x10 B/N,840.00000000,840.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"80,695.44000000","80,695.44000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"16,800.00000000","16,800.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,760.00000000","11,760.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"30,240.00000000","30,240.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,360.00000000","3,360.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"8,400.00000000","8,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"10,080.00000000","10,080.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP200X915,FP200X915,27.72000000,27.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP210X915,FP210X915,27.72000000,27.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067220,Kerbstone,K10BN60-003,Kerbstone 60x30x10 B/N,"1,070.00000000","1,070.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"98,228.14000000","98,228.14000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"20,576.10000000","20,576.10000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"14,402.20000000","14,402.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"37,032.70000000","37,032.70000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,108.80000000","4,108.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"10,282.70000000","10,282.70000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"11,770.00000000","11,770.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP300X600,FP300X600,27.82000000,27.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,FP310X600,FP310X600,27.82000000,27.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067221,Plant-01 Day Shift,MASSO6GR100,Square 20x20/6cm/Grey/Single Mix,"1,080.00000000","1,080.00000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"166,212.00000000","166,212.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"32,400.00000000","32,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"64,800.00000000","64,800.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"32,400.00000000","32,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"10,800.00000000","10,800.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"24,840.00000000","24,840.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),972.00000000,972.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067222,Plant-01 Night Shift,MASSO6GR100,Square 20x20/6cm/Grey/Single Mix,"2,197.20000000","2,197.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"338,149.08000000","338,149.08000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"65,916.00000000","65,916.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"131,832.00000000","131,832.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"65,916.00000000","65,916.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"21,972.00000000","21,972.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"50,535.60000000","50,535.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,977.48000000","1,977.48000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067223,Plant-02 Day Shift,QUOO6GR100,Octagon/6cm/Grey,"1,753.92000000","1,753.92000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"269,928.28800000","217,310.68800000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"52,617.60000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"105,235.20000000","105,235.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"52,617.60000000","52,617.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"17,539.20000000","17,539.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"40,340.16000000","40,340.16000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,578.52800000","1,578.52800000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067224,Plant-02 Night Shift,MASO8DGR100,Square 20x20/8cm/Dark Grey,"1,039.20000000","1,039.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"211,417.96560000","211,417.96560000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"41,568.00000000","41,568.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"83,136.00000000","83,136.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"41,568.00000000","41,568.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"13,855.65360000","13,855.65360000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"31,176.00000000","31,176.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),114.31200000,114.31200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067225,Plant-03 Day Shift,LALLO8GR100,Rectangle 60x30/8cm/Grey,"1,058.40000000","1,058.40000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"162,887.76000000","162,887.76000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"31,752.00000000","31,752.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"63,504.00000000","63,504.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"31,752.00000000","31,752.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"10,584.00000000","10,584.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"24,343.20000000","24,343.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),952.56000000,952.56000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067226,Plant-03 Day Shift,LALO8GR100,Square 30x30/8cm/Grey,406.08000000,406.08000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"62,856.71712000","62,856.71712000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"12,182.40000000","12,182.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"24,364.80000000","24,364.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"12,182.40000000","12,182.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"4,060.80000000","4,060.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"9,339.84000000","9,339.84000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,PBG01,Pigment Beige,361.00512000,361.00512000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),365.47200000,365.47200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067227,Plant-03 Night Shift,LALO8GR100,Square 30x30/8cm/Grey,642.60000000,642.60000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"99,467.41140000","99,467.41140000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,278.00000000","19,278.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"38,556.00000000","38,556.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"19,278.00000000","19,278.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"6,426.00000000","6,426.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"14,779.80000000","14,779.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,PBG01,Pigment Beige,571.27140000,571.27140000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),578.34000000,578.34000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067228,Plant-03 Night Shift,SQ40X40X8GY10,Square 40x40/8cm/Grey,"1,027.20000000","1,027.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"158,999.26080000","158,999.26080000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"30,816.00000000","30,816.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"61,632.00000000","61,632.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"30,816.00000000","30,816.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"10,272.00000000","10,272.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"23,625.60000000","23,625.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,PBK01,Pigment Black,913.18080000,913.18080000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),924.48000000,924.48000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067229,TopWerk,REC60X40X8WT10SB,Rectangle 60x40/8cm/White/ShotBlast,76.00000000,72.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"11,696.40000000","11,080.80000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"2,280.00000000","2,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"4,560.00000000","4,320.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,280.00000000","2,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,760.00000000,720.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"1,748.00000000","1,656.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),68.40000000,64.80000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067230,TopWerk,REC40X10X6AL13WT01SB,Rectangle 40x10/6cm/Silver White/ShotBlast,791.00000000,757.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/24/2024,1/24/2024,No,No,0,
,,Standard,,,"122,438.09900000","117,175.27300000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"23,730.00000000","22,710.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"47,460.00000000","45,420.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"23,730.00000000","22,710.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,AGDS01,Sand,"7,910.00000000","7,570.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"18,193.00000000","17,411.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,PBK01,Pigment Black,703.19900000,672.97300000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,STS01,Strapping Steel (black),711.90000000,681.30000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/24/2024,1/24/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067231,Kerbstone,K10CH60-004,Kerbstone 60x30x15 10ch,"1,875.00000000","1,875.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/25/2024,1/25/2024,No,No,0,
,,Standard,,,"124,440.00000000","124,440.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"26,025.00000000","26,025.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"18,228.75000000","18,228.75000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"46,875.00000000","46,875.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"5,193.75000000","5,193.75000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AGDS01,Sand,"13,020.00000000","13,020.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"15,000.00000000","15,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,FP300X600,FP300X600,48.75000000,48.75000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,FP315X600,FP315X600,48.75000000,48.75000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067232,Kerbstone,KBN91-003,Kerbstone 91.5x20x10 B/N,850.00000000,850.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/25/2024,1/25/2024,No,No,0,
,,Standard,,,"81,656.10000000","81,656.10000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"17,000.00000000","17,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,900.00000000","11,900.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"30,600.00000000","30,600.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,400.00000000","3,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AGDS01,Sand,"8,500.00000000","8,500.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"10,200.00000000","10,200.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,FP200X915,FP200X915,28.05000000,28.05000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,FP210X915,FP210X915,28.05000000,28.05000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067233,Kerbstone,K10BN60-003,Kerbstone 60x30x10 B/N,"1,000.00000000","1,000.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/25/2024,1/25/2024,No,No,0,
,,Standard,,,"91,802.00000000","91,802.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,230.00000000","19,230.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"13,460.00000000","13,460.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"34,610.00000000","34,610.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,840.00000000","3,840.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,AGDS01,Sand,"9,610.00000000","9,610.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"11,000.00000000","11,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
,,,FP300X600,FP300X600,26.00000000,26.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/25/2024,1/25/2024,No,No,,0
